#Entry	Entry name	Length	Organism
Q65943	E1B55_ADECC	444	Canine adenovirus serotype 1 (strain CLL) (CAdV-1) (Canine adenovirus 1 (strain CLL))
P10546	E1B55_ADE41	472	Human adenovirus F serotype 41 (HAdV-41) (Human adenovirus 41)
P14266	E1B55_ADECT	444	Canine adenovirus serotype 2 (strain Toronto A 26-61) (CAdV-2) (Canine adenovirus 2 (strain Toronto A 26-61))
P03246	E1BS_ADE05	176	Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5)
P35984	E1BS_ADECG	169	Canine adenovirus serotype 1 (strain Glaxo) (CAdV-1) (Canine adenovirus 1 (strain Glaxo))
P12535	E1BS_ADEM1	175	Murine adenovirus A serotype 1 (MAdV-1) (Murine adenovirus 1)
P04492	E1BS_ADE12	163	Human adenovirus A serotype 12 (HAdV-12) (Human adenovirus 12)
P03248	E1BS_ADE07	178	Human adenovirus B serotype 7 (HAdV-7) (Human adenovirus 7)
P35983	E1BS_ADEC2	170	Canine adenovirus serotype 2 (CAdV-2) (Canine adenovirus 2)
Q65942	E1BS_ADECC	169	Canine adenovirus serotype 1 (strain CLL) (CAdV-1) (Canine adenovirus 1 (strain CLL))
P14265	E1BS_ADECT	169	Canine adenovirus serotype 2 (strain Toronto A 26-61) (CAdV-2) (Canine adenovirus 2 (strain Toronto A 26-61))
P10406	E1BS_ADE04	142	Human adenovirus E serotype 4 (HAdV-4) (Human adenovirus 4)
P10543	E1BS_ADE40	167	Human adenovirus F serotype 40 (HAdV-40) (Human adenovirus 40)
Q96678	E1BS_ADECR	169	Canine adenovirus serotype 1 (strain RI261) (CAdV-1) (Canine adenovirus 1 (strain RI261))
P03247	E1BS_ADE02	175	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)
P10544	E1BS_ADE41	170	Human adenovirus F serotype 41 (HAdV-41) (Human adenovirus 41)
P06501	E1BS_ADES7	180	Simian adenovirus serotype 7 (SAdV-7) (Simian adenovirus 7)
P04886	E1BS_ADET1	137	Tree shrew adenovirus serotype 1 (TSAdV-1) (Tupaia adenovirus 1)
Q5BU09	EAPP_MOUSE	281	Mus musculus (Mouse)
Q56P03	EAPP_HUMAN	285	Homo sapiens (Human)
O00257	CBX4_HUMAN	560	Homo sapiens (Human)
Q96MF7	NSE2_HUMAN	247	Homo sapiens (Human)
Q32KY9	NSE2_BOVIN	248	Bos taurus (Bovine)
Q4V8A0	NSE2_RAT	247	Rattus norvegicus (Rat)
Q7ZXH2	NSE2_XENLA	238	Xenopus laevis (African clawed frog)
Q91VT1	NSE2_MOUSE	247	Mus musculus (Mouse)
Q9Y6X2	PIAS3_HUMAN	628	Homo sapiens (Human)
Q8N2W9	PIAS4_HUMAN	510	Homo sapiens (Human)
Q9JM05	PIAS4_MOUSE	507	Mus musculus (Mouse)
Q49PZ0	P28_VACC0	239	Vaccinia virus (strain LC16m0) (VACV)
O81851	BOI_ARATH	304	Arabidopsis thaliana (Mouse-ear cress)
P22681	CBL_HUMAN	906	Homo sapiens (Human)
P22682	CBL_MOUSE	913	Mus musculus (Mouse)
D3Z3K2	CIP1_MOUSE	276	Mus musculus (Mouse)
A8Y4B2	HRD1_CAEBR	622	Caenorhabditis briggsae
Q20798	HRD1_CAEEL	610	Caenorhabditis elegans
Q95SP2	HRD1_DROME	626	Drosophila melanogaster (Fruit fly)
P51593	HUWE1_RAT	322	Rattus norvegicus (Rat)
Q7TMY8	HUWE1_MOUSE	4377	Mus musculus (Mouse)
Q7Z6Z7	HUWE1_HUMAN	4374	Homo sapiens (Human)
P41437	IAP3_NPVOP	268	Orgyia pseudotsugata multicapsid polyhedrosis virus (OpMNPV)
Q8C863	ITCH_MOUSE	864	Mus musculus (Mouse)
Q96J02	ITCH_HUMAN	903	Homo sapiens (Human)
Q9UHC7	MKRN1_HUMAN	482	Homo sapiens (Human)
Q9TT91	MKRN1_MACEU	478	Macropus eugenii (Tammar wallaby)
Q9QXP6	MKRN1_MOUSE	481	Mus musculus (Mouse)
P56950	MDM2_CANLF	487	Canis lupus familiaris (Dog) (Canis familiaris)
Q7YRZ8	MDM2_FELCA	491	Felis catus (Cat) (Felis silvestris catus)
P56951	MDM2_HORSE	491	Equus caballus (Horse)
Q00987	MDM2_HUMAN	491	Homo sapiens (Human)
P23804	MDM2_MOUSE	489	Mus musculus (Mouse)
Q60524	MDM2_MESAU	466	Mesocricetus auratus (Golden hamster)
Q80SY4	MIB1_MOUSE	1006	Mus musculus (Mouse)
Q86YT6	MIB1_HUMAN	1006	Homo sapiens (Human)
O76050	NEUL1_HUMAN	574	Homo sapiens (Human)
Q8BH75	RNF41_MOUSE	317	Mus musculus (Mouse)
Q9H4P4	RNF41_HUMAN	317	Homo sapiens (Human)
Q5R7T5	RNF41_PONAB	317	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q85318	P28_ECTVM	241	Ectromelia virus (strain Moscow) (ECTV) (Mousepox virus)
Q8QN38	P28_CWPXB	242	Cowpox virus (strain Brighton Red) (CPV)
Q8V571	P28_MONPV	242	Monkeypox virus
Q76R05	P28_VAR67	242	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)
P0C775	P28_VACC8	239	Vaccinia virus (strain LC16m8) (VACV)
P87607	P28_CWPXG	242	Cowpox virus (strain GRI-90 / Grishak) (CPV)
O60260	PRKN2_HUMAN	465	Homo sapiens (Human)
Q9JK66	PRKN2_RAT	465	Rattus norvegicus (Rat)
Q9WVS6	PRKN2_MOUSE	464	Mus musculus (Mouse)
P97868	RBBP6_MOUSE	1790	Mus musculus (Mouse)
Q7Z6E9	RBBP6_HUMAN	1792	Homo sapiens (Human)
Q8NHY2	RFWD2_HUMAN	731	Homo sapiens (Human)
Q9R1A8	RFWD2_MOUSE	733	Mus musculus (Mouse)
Q8CIN9	RFFL_RAT	362	Rattus norvegicus (Rat)
Q8WZ73	RFFL_HUMAN	363	Homo sapiens (Human)
Q6ZQM0	RFFL_MOUSE	377	Mus musculus (Mouse)
Q9LX93	ATL55_ARATH	301	Arabidopsis thaliana (Mouse-ear cress)
Q8VEM1	GOLI_MOUSE	419	Mus musculus (Mouse)
Q86XS8	GOLI_HUMAN	419	Homo sapiens (Human)
Q6Y290	GOLI_RAT	419	Rattus norvegicus (Rat)
P50876	R144A_HUMAN	292	Homo sapiens (Human)
A5PK27	R144B_BOVIN	304	Bos taurus (Bovine)
Q7Z419	R144B_HUMAN	303	Homo sapiens (Human)
Q8BKD6	R144B_MOUSE	301	Mus musculus (Mouse)
Q8BG47	RN152_MOUSE	203	Mus musculus (Mouse)
D2H6Z0	RN152_AILME	203	Ailuropoda melanoleuca (Giant panda)
Q8N8N0	RN152_HUMAN	203	Homo sapiens (Human)
D4A723	RN152_RAT	203	Rattus norvegicus (Rat)
Q63HN8	RN213_HUMAN	5207	Homo sapiens (Human)
P58283	RN216_MOUSE	853	Mus musculus (Mouse)
Q9NWF9	RN216_HUMAN	866	Homo sapiens (Human)
Q96EP0	RNF31_HUMAN	1072	Homo sapiens (Human)
Q5E9J6	RNF34_BOVIN	375	Bos taurus (Bovine)
Q99KR6	RNF34_MOUSE	376	Mus musculus (Mouse)
Q5NVC7	RNF34_PONAB	372	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q969K3	RNF34_HUMAN	372	Homo sapiens (Human)
Q6AYH3	RNF34_RAT	381	Rattus norvegicus (Rat)
Q69ZI1	SH3R1_MOUSE	892	Mus musculus (Mouse)
Q71F54	SH3R1_RAT	894	Rattus norvegicus (Rat)
A5D7F8	SH3R1_BOVIN	840	Bos taurus (Bovine)
Q5RBR0	SH3R1_PONAB	888	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q28E95	SH3R1_XENTR	861	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
Q7Z6J0	SH3R1_HUMAN	888	Homo sapiens (Human)
A5D8S5	SH3R1_DANRE	867	Danio rerio (Zebrafish) (Brachydanio rerio)
Q6NRD3	SH3R1_XENLA	826	Xenopus laevis (African clawed frog)
Q8IUQ4	SIAH1_HUMAN	282	Homo sapiens (Human)
Q920M9	SIAH1_RAT	282	Rattus norvegicus (Rat)
P61092	SIA1A_MOUSE	282	Mus musculus (Mouse)
Q06985	SIA1B_MOUSE	282	Mus musculus (Mouse)
O43255	SIAH2_HUMAN	324	Homo sapiens (Human)
Q8R4T2	SIAH2_RAT	325	Rattus norvegicus (Rat)
Q06986	SIAH2_MOUSE	325	Mus musculus (Mouse)
Q8L7N4	SP1_ARATH	343	Arabidopsis thaliana (Mouse-ear cress)
Q94HV7	SPL1P_ARATH	338	Arabidopsis thaliana (Mouse-ear cress)
Q803I8	SYVN1_DANRE	625	Danio rerio (Zebrafish) (Brachydanio rerio)
Q86TM6	SYVN1_HUMAN	617	Homo sapiens (Human)
Q9DBY1	SYVN1_MOUSE	612	Mus musculus (Mouse)
Q6NRL6	SYVNA_XENLA	605	Xenopus laevis (African clawed frog)
Q5XHH7	SYVNB_XENLA	595	Xenopus laevis (African clawed frog)
Q9NS56	TOPRS_HUMAN	1045	Homo sapiens (Human)
Q80Z37	TOPRS_MOUSE	1033	Mus musculus (Mouse)
Q922B6	TRAF7_MOUSE	594	Mus musculus (Mouse)
Q6Q0C0	TRAF7_HUMAN	670	Homo sapiens (Human)
Q32L60	TRI13_BOVIN	407	Bos taurus (Bovine)
Q9CYB0	TRI13_MOUSE	407	Mus musculus (Mouse)
O60858	TRI13_HUMAN	407	Homo sapiens (Human)
Q5M7V1	TRI13_RAT	407	Rattus norvegicus (Rat)
Q8CH72	TRI32_MOUSE	655	Mus musculus (Mouse)
Q9HCM9	TRI39_HUMAN	518	Homo sapiens (Human)
Q1XHU0	TRI39_PANTR	518	Pan troglodytes (Chimpanzee)
Q6MFZ5	TRI39_RAT	488	Rattus norvegicus (Rat)
Q9ESN2	TRI39_MOUSE	488	Mus musculus (Mouse)
Q80X56	TRI69_MOUSE	500	Mus musculus (Mouse)
Q86WT6	TRI69_HUMAN	500	Homo sapiens (Human)
Q5BK82	TRI69_RAT	499	Rattus norvegicus (Rat)
O70481	UBR1_MOUSE	1757	Mus musculus (Mouse)
Q6WKZ8	UBR2_MOUSE	1755	Mus musculus (Mouse)
Q9R0I6	XIAP_RAT	496	Rattus norvegicus (Rat)
Q60989	XIAP_MOUSE	496	Mus musculus (Mouse)
Q5BKL8	XIAP_XENTR	492	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
P98170	XIAP_HUMAN	497	Homo sapiens (Human)
A5D8Q0	XIAP_XENLA	488	Xenopus laevis (African clawed frog)
Q62511	ZFP91_MOUSE	572	Mus musculus (Mouse)
Q96JP5	ZFP91_HUMAN	570	Homo sapiens (Human)
Q8NEG5	ZSWM2_HUMAN	633	Homo sapiens (Human)
Q9D9X6	ZSWM2_MOUSE	631	Mus musculus (Mouse)
Q8CCJ3	UFL1_MOUSE	793	Mus musculus (Mouse)
P68976	E3145_ADE02	128	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)
Q910M3	E3CR1_ADE02	61	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)
P03250	E3RDB_ADE02	130	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)
P08160	P35_NPVAC	299	Autographa californica nuclear polyhedrosis virus (AcMNPV)
P31354	VP35_NPVBM	299	Bombyx mori nuclear polyhedrosis virus (BmNPV)
P03240	E4RF4_ADE02	114	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)
Q03552	E3145_ADEB3	121	Bovine adenovirus B serotype 3 (BAdV-3) (Mastadenovirus bos3)
P04493	E3145_ADE05	128	Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5)
P11315	E3145_ADE03	136	Human adenovirus B serotype 3 (HAdV-3) (Human adenovirus 3)
P15135	E3145_ADE07	135	Human adenovirus B serotype 7 (HAdV-7) (Human adenovirus 7)
P68977	E3145_ADE06	128	Human adenovirus C serotype 6 (HAdV-6) (Human adenovirus 6)
P9WGH8	SIGH_MYCTO	216	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)
P9WGH9	SIGH_MYCTU	216	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
O14682	ENC1_HUMAN	589	Homo sapiens (Human)
Q8XAL7	NLEF_ECO57	189	Escherichia coli O157:H7
P31498	YOPJ_YERPS	288	Yersinia pseudotuberculosis serotype I (strain IP32953)
Q5BEJ9	AFOB_EMENI	538	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
W7N2B4	FUB11_GIBM7	593	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)
S0DW25	FUB11_GIBF5	574	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)
A0A0D2YFZ8	FUB11_FUSO4	593	Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato)
A0A0B5EMG9	FUB11_FUSOX	593	Fusarium oxysporum (Fusarium vascular wilt)
Q9D9T8	EFHC1_MOUSE	648	Mus musculus (Mouse)
Q96C19	EFHD2_HUMAN	240	Homo sapiens (Human)
A5D7A0	EFHD2_BOVIN	242	Bos taurus (Bovine)
Q9D8Y0	EFHD2_MOUSE	240	Mus musculus (Mouse)
Q4FZY0	EFHD2_RAT	239	Rattus norvegicus (Rat)
Q9GZT9	EGLN1_HUMAN	426	Homo sapiens (Human)
Q6AYU4	EGLN2_RAT	415	Rattus norvegicus (Rat)
Q96KS0	EGLN2_HUMAN	407	Homo sapiens (Human)
Q91YE2	EGLN2_MOUSE	419	Mus musculus (Mouse)
Q91UZ4	EGLN3_MOUSE	239	Mus musculus (Mouse)
Q62630	EGLN3_RAT	239	Rattus norvegicus (Rat)
Q9H6Z9	EGLN3_HUMAN	239	Homo sapiens (Human)
Q96CJ1	EAF2_HUMAN	260	Homo sapiens (Human)
Q811X5	EAF2_RAT	262	Rattus norvegicus (Rat)
Q91ZD6	EAF2_MOUSE	262	Mus musculus (Mouse)
P15330	DORS_DROME	999	Drosophila melanogaster (Fruit fly)
Q95NM6	NUCG_CAEEL	308	Caenorhabditis elegans
Q5ZIR1	SHLB1_CHICK	366	Gallus gallus (Chicken)
Q9Y371	SHLB1_HUMAN	365	Homo sapiens (Human)
Q32LM0	SHLB1_BOVIN	365	Bos taurus (Bovine)
Q5R8P5	SHLB1_PONAB	365	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9JK48	SHLB1_MOUSE	365	Mus musculus (Mouse)
Q6AYE2	SHLB1_RAT	365	Rattus norvegicus (Rat)
Q5D1E8	ZC12A_HUMAN	599	Homo sapiens (Human)
A0JPN4	ZC12A_RAT	596	Rattus norvegicus (Rat)
Q5D1E7	ZC12A_MOUSE	596	Mus musculus (Mouse)
Q3TZW0	ECSCR_MOUSE	214	Mus musculus (Mouse)
Q2KIX5	ECSCR_BOVIN	197	Bos taurus (Bovine)
Q19T08	ECSCR_HUMAN	205	Homo sapiens (Human)
P0C8R9	ECSCR_CANLF	175	Canis lupus familiaris (Dog) (Canis familiaris)
Q9JHL3	ECEL1_RAT	775	Rattus norvegicus (Rat)
Q92556	ELMO1_HUMAN	727	Homo sapiens (Human)
Q8BPU7	ELMO1_MOUSE	727	Mus musculus (Mouse)
A4FUD6	ELMO2_BOVIN	720	Bos taurus (Bovine)
Q96JJ3	ELMO2_HUMAN	720	Homo sapiens (Human)
Q5RCC1	ELMO2_PONAB	720	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q8BHL5	ELMO2_MOUSE	732	Mus musculus (Mouse)
Q96BJ8	ELMO3_HUMAN	720	Homo sapiens (Human)
Q499U2	ELMO3_RAT	720	Rattus norvegicus (Rat)
A6QR40	ELMO3_BOVIN	652	Bos taurus (Bovine)
Q8BYZ7	ELMO3_MOUSE	720	Mus musculus (Mouse)
Q8C9X6	EPC1_MOUSE	813	Mus musculus (Mouse)
Q9H2F5	EPC1_HUMAN	836	Homo sapiens (Human)
P38071	ETR1_YEAST	380	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
O12164	ENV_HV192	856	Human immunodeficiency virus type 1 group M subtype C (isolate 92BR025) (HIV-1)
O89292	ENV_HV193	846	Human immunodeficiency virus type 1 group M subtype F1 (isolate 93BR020) (HIV-1)
Q77377	ENV_HV1AN	863	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)
P04582	ENV_HV1B8	851	Human immunodeficiency virus type 1 group M subtype B (isolate BH8) (HIV-1)
P12488	ENV_HV1BN	852	Human immunodeficiency virus type 1 group M subtype B (isolate BRVA) (HIV-1)
P03377	ENV_HV1BR	861	Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1)
Q79670	ENV_HV1MV	876	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)
P20888	ENV_HV1OY	855	Human immunodeficiency virus type 1 group M subtype B (isolate OYI) (HIV-1)
P19550	ENV_HV1S1	847	Human immunodeficiency virus type 1 group M subtype B (isolate SF162) (HIV-1)
Q9Q714	ENV_HV1V9	859	Human immunodeficiency virus type 1 group M subtype H (isolate VI991) (HIV-1)
P31872	ENV_HV1W1	856	Human immunodeficiency virus type 1 group M subtype B (isolate WMJ1) (HIV-1)
P35961	ENV_HV1Y2	843	Human immunodeficiency virus type 1 group M subtype B (isolate YU-2) (HIV-1)
P12487	ENV_HV1Z2	853	Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34) (HIV-1)
P24105	ENV_HV2CA	859	Human immunodeficiency virus type 2 subtype A (isolate CAM2) (HIV-2)
P15831	ENV_HV2D2	859	Human immunodeficiency virus type 2 subtype B (isolate D205) (HIV-2)
P32536	ENV_HV2S2	712	Human immunodeficiency virus type 2 subtype A (isolate ST/24.1C#2) (HIV-2)
P22380	ENV_SIVGB	821	Simian immunodeficiency virus (isolate GB1) (SIV-mnd) (Simian immunodeficiency virus mandrill)
P05885	ENV_SIVM1	882	Simian immunodeficiency virus (isolate Mm142-83) (SIV-mac) (Simian immunodeficiency virus rhesus monkey)
P12492	ENV_SIVS4	885	Simian immunodeficiency virus (isolate F236/smH4) (SIV-sm) (Simian immunodeficiency virus sooty mangabey monkey)
Q8AIH5	ENV_SIVTN	871	Simian immunodeficiency virus (isolate TAN1) (SIV-cpz) (Chimpanzee immunodeficiency virus)
P27977	ENV_SIVVG	877	Simian immunodeficiency virus agm.vervet (isolate AGM3) (SIV-agm.ver) (Simian immunodeficiency virus African green monkey vervet)
P05886	ENV_SIVVT	865	Simian immunodeficiency virus agm.vervet (isolate AGM TYO-1) (SIV-agm.ver) (Simian immunodeficiency virus African green monkey vervet)
P05878	ENV_HV1SC	856	Human immunodeficiency virus type 1 group M subtype B (isolate SC) (HIV-1)
O91086	ENV_HV1YF	842	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)
P04580	ENV_HV1Z6	855	Human immunodeficiency virus type 1 group M subtype D (isolate Z6) (HIV-1)
P18040	ENV_HV2G1	851	Human immunodeficiency virus type 2 subtype A (isolate Ghana-1) (HIV-2)
Q1A243	ENV_SIVEK	835	Simian immunodeficiency virus (isolate EK505) (SIV-cpz) (Chimpanzee immunodeficiency virus)
P17281	ENV_SIVCZ	854	Simian immunodeficiency virus (isolate CPZ GAB1) (SIV-cpz) (Chimpanzee immunodeficiency virus)
Q1A261	ENV_SIVMB	880	Simian immunodeficiency virus (isolate MB66) (SIV-cpz) (Chimpanzee immunodeficiency virus)
P11267	ENV_SIVML	881	Simian immunodeficiency virus (isolate K78) (SIV-mac) (Simian immunodeficiency virus rhesus monkey)
P19503	ENV_SIVSP	889	Simian immunodeficiency virus (isolate PBj14/BCL-3) (SIV-sm) (Simian immunodeficiency virus sooty mangabey monkey)
P03378	ENV_HV1A2	855	Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2) (HIV-1)
P03375	ENV_HV1B1	856	Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)
Q73372	ENV_HV1B9	853	Human immunodeficiency virus type 1 group M subtype B (strain 89.6) (HIV-1)
P05879	ENV_HV1C4	868	Human immunodeficiency virus type 1 group M subtype B (isolate CDC-451) (HIV-1)
P12489	ENV_HV1J3	867	Human immunodeficiency virus type 1 group M subtype B (isolate JH32) (HIV-1)
P19551	ENV_HV1MF	853	Human immunodeficiency virus type 1 group M subtype B (isolate MFA) (HIV-1)
P04579	ENV_HV1RH	865	Human immunodeficiency virus type 1 group M subtype B (isolate RF/HAT3) (HIV-1)
Q9WC60	ENV_HV1S2	848	Human immunodeficiency virus type 1 group M subtype J (isolate SE9280) (HIV-1)
Q9QSQ7	ENV_HV1VI	832	Human immunodeficiency virus type 1 group M subtype F1 (isolate VI850) (HIV-1)
P05880	ENV_HV1W2	847	Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22) (HIV-1)
Q9IDV2	ENV_HV1YB	836	Human immunodeficiency virus type 1 group N (isolate YBF106) (HIV-1)
P05882	ENV_HV1Z8	863	Human immunodeficiency virus type 1 group M subtype D (isolate Z84) (HIV-1)
P18094	ENV_HV2BE	860	Human immunodeficiency virus type 2 subtype A (isolate BEN) (HIV-2)
P17755	ENV_HV2D1	851	Human immunodeficiency virus type 2 subtype A (isolate D194) (HIV-2)
Q74126	ENV_HV2KR	857	Human immunodeficiency virus type 2 subtype A (isolate KR) (HIV-2)
P04577	ENV_HV2RO	858	Human immunodeficiency virus type 2 subtype A (isolate ROD) (HIV-2)
P12449	ENV_HV2SB	846	Human immunodeficiency virus type 2 subtype A (isolate SBLISY) (HIV-2)
Q76638	ENV_HV2UC	857	Human immunodeficiency virus type 2 subtype B (isolate UC1) (HIV-2)
Q02837	ENV_SIVG1	854	Simian immunodeficiency virus agm.grivet (isolate AGM gr-1) (SIV-agm.gri) (Simian immunodeficiency virus African green monkey grivet)
P08810	ENV_SIVM2	881	Simian immunodeficiency virus (isolate Mm251) (SIV-mac) (Simian immunodeficiency virus rhesus monkey)
O70902	ENV_HV190	845	Human immunodeficiency virus type 1 group M subtype H (isolate 90CF056) (HIV-1)
Q9QBY2	ENV_HV196	842	Human immunodeficiency virus type 1 group M subtype K (isolate 96CM-MP535) (HIV-1)
O41803	ENV_HV19N	849	Human immunodeficiency virus type 1 group M subtype G (isolate 92NG083) (HIV-1)
P04581	ENV_HV1EL	853	Human immunodeficiency virus type 1 group M subtype D (isolate ELI) (HIV-1)
P04624	ENV_HV1H3	856	Human immunodeficiency virus type 1 group M subtype B (isolate HXB3) (HIV-1)
P20871	ENV_HV1JR	848	Human immunodeficiency virus type 1 group M subtype B (isolate JRCSF) (HIV-1)
P31819	ENV_HV1KB	861	Human immunodeficiency virus type 1 group M subtype B (isolate KB-1/ETR) (HIV-1)
Q9QBZ0	ENV_HV1M2	850	Human immunodeficiency virus type 1 group M subtype F2 (isolate MP257) (HIV-1)
P05877	ENV_HV1MN	856	Human immunodeficiency virus type 1 group M subtype B (isolate MN) (HIV-1)
P18799	ENV_HV1ND	846	Human immunodeficiency virus type 1 group M subtype D (isolate NDK) (HIV-1)
P19549	ENV_HV1S3	852	Human immunodeficiency virus type 1 group M subtype B (isolate SF33) (HIV-1)
Q9QBZ8	ENV_HV197	851	Human immunodeficiency virus type 1 group M subtype K (isolate 97ZR-EQTB11) (HIV-1)
Q75008	ENV_HV1ET	851	Human immunodeficiency virus type 1 group M subtype C (isolate ETH2220) (HIV-1)
P04578	ENV_HV1H2	856	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)
Q70626	ENV_HV1LW	856	Human immunodeficiency virus type 1 group M subtype B (isolate LW123) (HIV-1)
P04583	ENV_HV1MA	859	Human immunodeficiency virus type 1 group M subtype A (isolate MAL) (HIV-1)
Q9QBZ4	ENV_HV1MP	843	Human immunodeficiency virus type 1 group M subtype F2 (isolate MP255) (HIV-1)
Q9WC69	ENV_HV1S9	850	Human immunodeficiency virus type 1 group M subtype J (isolate SE9173) (HIV-1)
P05881	ENV_HV1ZH	856	Human immunodeficiency virus type 1 group M subtype A (isolate Z321) (HIV-1)
Q89607	ENV_HV2EH	852	Human immunodeficiency virus type 2 subtype B (isolate EHO) (HIV-2)
P05883	ENV_HV2NZ	856	Human immunodeficiency virus type 2 subtype A (isolate NIH-Z) (HIV-2)
P20872	ENV_HV2ST	859	Human immunodeficiency virus type 2 subtype A (isolate ST) (HIV-2)
P05884	ENV_SIVMK	881	Simian immunodeficiency virus (isolate K6W) (SIV-mac) (Simian immunodeficiency virus rhesus monkey)
P27757	ENV_SIVV1	768	Simian immunodeficiency virus agm.vervet (isolate AGM155) (SIV-agm.ver) (Simian immunodeficiency virus African green monkey vervet)
P06480	GJ_HHV11	92	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)
P13293	GJ_HHV2H	92	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)
P36344	VGLJ_CHV1	117	Cercopithecine herpesvirus 1 (CeHV-1) (Simian herpes B virus)
Q65194	P54_ASFB7	183	African swine fever virus (strain Badajoz 1971 Vero-adapted) (Ba71V) (ASFV)
Q65272	P54_ASFL6	183	African swine fever virus (isolate Pig/Portugal/Lis 60/1960) (ASFV)
P0CA00	P54_ASFWA	193	African swine fever virus (isolate Warthog/Namibia/Wart80/1980) (ASFV)
P0C9Z8	P54_ASFK5	175	African swine fever virus (isolate Pig/Kenya/KEN-50/1950) (ASFV)
P0C9Z9	P54_ASFP4	197	African swine fever virus (isolate Tick/South Africa/Pretoriuskop Pr4/1996) (ASFV)
Q89784	P54_ASFM2	176	African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983) (ASFV)
A3EXG8	VEMP_BCHK9	79	Bat coronavirus HKU9 (BtCoV) (BtCoV/HKU9)
P0C2Q3	VEMP_CVBLU	84	Bovine coronavirus (strain 98TXSF-110-LUN) (BCoV-LUN) (BCV)
P0C2Q7	VEMP_CVBQ	84	Bovine coronavirus (strain Quebec) (BCoV) (BCV)
Q14EA8	VEMP_CVHN2	82	Human coronavirus HKU1 (isolate N2) (HCoV-HKU1)
P0C2R0	VEMP_CVMA5	83	Murine coronavirus (strain A59) (MHV-A59) (Murine hepatitis virus)
P69611	VEMP_CVPR8	82	Porcine respiratory coronavirus (strain 86/137004 / isolate British) (PRCoV) (PRCV)
A3EX99	VEMP_BCHK4	82	Bat coronavirus HKU4 (BtCoV) (BtCoV/HKU4/2004)
P0C2Q1	VEMP_CVBEN	84	Bovine coronavirus (strain 98TXSF-110-ENT) (BCoV-ENT) (BCV)
P0C2Q5	VEMP_CVBOK	84	Bovine coronavirus (strain OK-0514) (BCoV) (BCV)
P69610	VEMP_CVPRM	82	Porcine respiratory coronavirus (strain RM4) (PRCoV) (PRCV)
P30246	VEMP_IBVP3	93	Avian infectious bronchitis virus (strain Portugal/322/82) (IBV)
Q0Q464	VEMP_BC512	76	Bat coronavirus 512/2005 (BtCoV) (BtCoV/512/2005)
P15779	VEMP_CVBM	84	Bovine coronavirus (strain Mebus) (BCoV) (BCV)
K9N5R3	VEMP_CVEMC	82	Human coronavirus EMC (isolate United Kingdom/H123990006/2012) (HCoV-EMC)
Q04854	VEMP_CVHOC	84	Human coronavirus OC43 (HCoV-OC43)
P06591	VEMP_CVMJH	88	Murine coronavirus (strain JHM) (MHV-JHM) (Murine hepatitis virus)
P09048	VEMP_CVPPU	82	Porcine transmissible gastroenteritis coronavirus (strain Purdue) (TGEV)
